"Name","City","State","Legacy NTD ID","NTD ID","Organization Type","NTD Reporter Type","Primary UZA Population","Agency VOMS","Mode","Type of Service","Mode VOMS","Mode VOMS Questionable","Max Trains in Operation","Max Trains in Operation Questionable","Average Speed (mi/hr)","Average Speed (mi/hr) Questionable","Average Passenger Trip Length (mi)","Average Passenger Trip Length (mi) Questionable","Passengers per Hour","Passengers per Hour Questionable","Scheduled Vehicle Revenue Miles","Scheduled Vehicle Revenue Miles Questionable","Vehicle Miles","Vehicle Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Deadhead Miles","Deadhead Miles Questionable","Vehicle Hours","Vehicle Hours Questionable","Vehicle  
Revenue  
Hours","Vehicle Revenue Hours Questionable","Deadhead Hours","Deadhead Hours Questionable","Train Miles","Train Miles Questionable","Train  
Revenue 
Miles","Train Revenue Miles Questionable","Train Hours","Train Hours Questionable","Train  
Revenue  
Hours","Train Revenue Hours Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Passenger Miles","Passenger Miles Questionable","Directional Route Miles","Directional Route Miles Questionable","Any data questionable","...51","...52","...53","...54","...55","...56","...57","1","...59","...60","...61","...62","...63","...64"
"Saint Peter, City of","St. Peter","MN","5R04-045","5R04-50325","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,3,"MB","DO",1,NA,0,NA,12.2608,NA,0,NA,3.6285,NA,0,NA,0,NA,15939,NA,0,NA,0,NA,1300,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4717,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herkimer County","Herkimer","NY","2R02-005","2R02-20989","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"MB","PT",3,NA,0,NA,9.508,NA,0,NA,8.0231,NA,0,NA,0,NA,5353,NA,0,NA,0,NA,563,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4517,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bleckley County Transit","Cochran","GA","4R03-016","4R03-41196","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,14.2301,NA,0,NA,1.3124,NA,0,NA,0,NA,46006,NA,0,NA,0,NA,3233,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4243,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Atascadero","Atascadero","CA","9194","90194","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",65088,3,"DR","PT",3,NA,0,NA,10.5878,NA,0,NA,3.0235,NA,0,NA,0,NA,49064,NA,0,NA,0,NA,4634,NA,0,NA,0,NA,0,NA,0,NA,0,NA,14011,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perkins County Public Transit","Grant","NE","7R04-044","7R04-70126","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,3.996,NA,0,NA,2.9285,NA,0,NA,0,NA,8999,NA,0,NA,0,NA,2252,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6595,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"The Mashpee Wampanoag Tribe","Mashpee","MA",NA,"10184","Tribe","Reduced Reporter",246695,3,"DR","DO",3,NA,0,NA,23.7797,NA,0,NA,1.2217,NA,0,NA,0,NA,97592,NA,0,NA,0,NA,4104,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5014,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sedgwick County Transportation - Dept. on Aging","Wichita","KS","7054","7R02-70054","City, County or Local Government Unit or Department of Transportation","Rural Reporter",472870,3,"DR","DO",3,NA,0,NA,37.812,NA,0,NA,1.9931,NA,0,NA,0,NA,115478,NA,0,NA,0,NA,3054,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6087,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Archuleta County Transportation/Mountain Express Transit","Pagosa Springs","CO","8R01-002","8R01-80280","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",2,NA,0,NA,11.2103,"W",0,NA,3.8189,"W",0,NA,0,NA,11143,NA,0,NA,0,NA,994,"W",0,NA,0,NA,0,NA,0,NA,0,NA,3796,NA,0,NA,0,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Town of Chincoteague","Chincoteague Island","VA","3R06-012","3R06-30147","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,3,"MB","DO",3,NA,0,NA,6.6858,NA,0,NA,7.1641,NA,0,NA,0,NA,12957,NA,0,NA,0,NA,1938,NA,0,NA,0,NA,0,NA,0,NA,0,NA,13884,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bacon County","Alma","GA","4R03-101","4R03-41147","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,13.0024,NA,0,NA,0.7658,NA,0,NA,0,NA,48746,NA,0,NA,0,NA,3749,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2871,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glascock County Transit","Gibson","GA","4R03-020","4R03-41074","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,10.0992,NA,0,NA,1.3241,NA,0,NA,0,NA,41447,NA,0,NA,0,NA,4104,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5434,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Town of Bluefield/Graham Transit","Bluefield","VA","3R06-004","3R06-30164","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"MB","DO",3,NA,0,NA,16.3043,NA,0,NA,5.111,NA,0,NA,0,NA,130630,NA,0,NA,0,NA,8012,NA,0,NA,0,NA,0,NA,0,NA,0,NA,40949,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sangamon County","Springfield","IL",NA,"5R01-55307","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,40.4883,NA,0,NA,2.4487,NA,0,NA,0,NA,50165,NA,0,NA,0,NA,1239,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3034,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Mount Vernon","Mt. Vernon","MO","7R03-005","7R03-70085","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,9.5745,NA,0,NA,4.9308,NA,0,NA,0,NA,33779,NA,0,NA,0,NA,3528,NA,0,NA,0,NA,0,NA,0,NA,0,NA,17396,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Le Sueur, City of","Le Sueur","MN","5R04-041","5R04-50460","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,3,"MB","DO",1,NA,0,NA,8.3116,NA,0,NA,7.2546,NA,0,NA,0,NA,4081,NA,0,NA,0,NA,491,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3562,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Black River Falls","Black River Falls","WI","5R06-012","5R06-50239","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DT","PT",3,NA,0,NA,13.2586,NA,0,NA,3.0021,NA,0,NA,0,NA,135702,NA,0,NA,0,NA,10235,NA,0,NA,0,NA,0,NA,0,NA,0,NA,30726,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Village of Plover","Plover","WI","5R06-031","5R06-50277","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DT","PT",3,NA,0,NA,16.1634,NA,0,NA,2.5854,NA,0,NA,0,NA,152534,NA,0,NA,0,NA,9437,NA,0,NA,0,NA,0,NA,0,NA,0,NA,24398,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Rio Vista","Rio Vista","CA","9R02-032","9R02-91014","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"MB","PT",3,NA,0,NA,18.9261,NA,0,NA,2.805,NA,0,NA,0,NA,65333,NA,0,NA,0,NA,3452,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9683,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Paola/Lakemary Center","Paola","KS","7R02-058","7R02-70178","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,31.1793,NA,0,NA,1.5424,NA,0,NA,0,NA,42248,NA,0,NA,0,NA,1355,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2090,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lincoln County Transit","Lincolnton","GA","4R03-025","4R03-40961","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,8.7625,NA,0,NA,1.6307,NA,0,NA,0,NA,52838,NA,0,NA,0,NA,6030,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9833,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Town of Quartzsite","Quartzsite","AZ",NA,"9R01-99437","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",2,NA,0,NA,6.0353,NA,0,NA,1.8837,NA,0,NA,0,NA,14690,NA,0,NA,0,NA,2434,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4585,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Towns County","Hiawassee","GA","4R03-100","4R03-41033","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,13.7695,NA,0,NA,1.045,NA,0,NA,0,NA,51443,NA,0,NA,0,NA,3736,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3904,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Town of Montgomery","Montgomery","NY","2R02-046","2R02-20973","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"MB","DO",3,NA,0,NA,13.4575,NA,0,NA,3.1102,NA,0,NA,0,NA,74003,NA,0,NA,0,NA,5499,NA,0,NA,0,NA,0,NA,0,NA,0,NA,17103,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gordon County Transit","Calhoun","GA","4R03-083","4R03-41163","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,11.3002,NA,0,NA,1.9395,NA,0,NA,0,NA,71858,NA,0,NA,0,NA,6359,NA,0,NA,0,NA,0,NA,0,NA,0,NA,12333,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rock County","Luverne","MN","5R04-044","5R04-50512","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,12.7695,NA,0,NA,3.9103,NA,0,NA,0,NA,31464,NA,0,NA,0,NA,2464,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9635,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Sublette County Pioneers, Inc.","Big Piney","WY","8R05-030","8R05-80265","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,24.6867,"W",0,NA,2.9574,"W",0,NA,0,NA,9850,NA,0,NA,0,NA,399,"W",0,NA,0,NA,0,NA,0,NA,0,NA,1180,NA,0,NA,0,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Borough of Mt. Carmel","Mount Carmel","PA","3R04-004","3R04-30116","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"MB","PT",3,NA,0,NA,11.5584,NA,0,NA,5.8052,NA,0,NA,0,NA,64080,NA,0,NA,0,NA,5544,NA,0,NA,0,NA,0,NA,0,NA,0,NA,32184,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reno-Sparks Indian Colony","Reno","NV","9T11","90011","Tribe","Reduced Reporter",0,3,"MB","DO",2,NA,0,NA,26.6574,NA,0,NA,2.9915,NA,0,NA,0,NA,88156,NA,0,NA,0,NA,3307,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9893,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garfield County Transportation Program","Pomeroy","WA","0R03-010","0R03-00282","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,17.351,NA,0,NA,2.8409,NA,0,NA,0,NA,55957,NA,0,NA,0,NA,3225,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9162,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter County","Ekalaka","MT","8R02-033","8R02-80135","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,29.9676,NA,0,NA,0.6913,NA,0,NA,0,NA,23105,NA,0,NA,0,NA,771,NA,0,NA,0,NA,0,NA,0,NA,0,NA,533,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ute Tribe","Fort Duchesne","UT","8T19","88200","Tribe","Reduced Reporter",0,3,"MB","DO",3,NA,0,NA,27.9484,NA,0,NA,2.4378,NA,0,NA,0,NA,52543,NA,0,NA,0,NA,1880,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4583,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Inter-Lakes Community Action","Madison","SD","8R04-006","8R04-80282","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,4.8908,NA,0,NA,3.6751,NA,0,NA,0,NA,12990,NA,0,NA,0,NA,2656,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9761,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crawford County Transit","Roberta","GA","4R03-036","4R03-41176","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,13.5345,NA,0,NA,0.6203,NA,0,NA,0,NA,70217,NA,0,NA,0,NA,5188,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3218,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Chowchilla","Chowchilla","CA","9R02-058","9R02-91071","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","PT",2,NA,0,NA,9.4014,NA,0,NA,5.4227,NA,0,NA,0,NA,19837,NA,0,NA,0,NA,2110,NA,0,NA,0,NA,0,NA,0,NA,0,NA,11442,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall County Agency on Aging","Marysville","KS","7R02-015","7R02-70208","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,29.1754,NA,0,NA,4.2125,NA,0,NA,0,NA,62202,NA,0,NA,0,NA,2132,NA,0,NA,0,NA,0,NA,0,NA,0,NA,8981,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Star Valley Senior Citizens, Inc","Afton","WY","8R05-029","8R05-80294","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,15.01,NA,0,NA,0.1704,NA,0,NA,0,NA,17967,NA,0,NA,0,NA,1197,NA,0,NA,0,NA,0,NA,0,NA,0,NA,204,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis Community Transit","Davis","CA","9167","90167","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",72794,3,"DR","DO",3,NA,0,NA,12.8716,NA,0,NA,3.1571,NA,0,NA,0,NA,69558,NA,0,NA,0,NA,5404,NA,0,NA,0,NA,0,NA,0,NA,0,NA,17061,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of River Falls","River Falls","WI","5R06-039","5R06-50303","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DT","PT",3,NA,0,NA,11.3523,NA,0,NA,3.5317,NA,0,NA,0,NA,106428,NA,0,NA,0,NA,9375,NA,0,NA,0,NA,0,NA,0,NA,0,NA,33110,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saint Peter, City of","St. Peter","MN","5R04-045","5R04-50325","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,3,"DR","DO",2,NA,0,NA,12.8151,NA,0,NA,10.5619,NA,0,NA,0,NA,29808,NA,0,NA,0,NA,2326,NA,0,NA,0,NA,0,NA,0,NA,0,NA,24567,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Solvang","Solvang","CA","9R02-039","9R02-91028","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,3,"MB","PT",2,NA,0,NA,18.4882,NA,0,NA,4.9208,NA,0,NA,0,NA,124592,NA,0,NA,0,NA,6739,NA,0,NA,0,NA,0,NA,0,NA,0,NA,33161,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aroostook Band of Micmacs","Presque Isle","ME","1T02","11146","Tribe","Reduced Reporter",0,3,"DR","DO",3,NA,0,NA,20.2458,NA,0,NA,3.6224,NA,0,NA,0,NA,22736,NA,0,NA,0,NA,1123,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4068,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Black Hawk","Black Hawk","CO","8R01-004","8R01-80119","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"MB","PT",3,NA,0,NA,8.7217,NA,0,NA,34.4709,NA,0,NA,0,NA,73855,NA,0,NA,0,NA,8468,NA,0,NA,0,NA,0,NA,0,NA,0,NA,291900,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Port Jervis","Port Jervis","NY","2R02-012","2R02-20988","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"MB","DO",3,NA,0,NA,8.4963,NA,0,NA,2.9185,NA,0,NA,0,NA,25030,NA,0,NA,0,NA,2946,NA,0,NA,0,NA,0,NA,0,NA,0,NA,8598,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doniphan County Services and Workskills","Elwood","KS","7R02-012","7R02-70142","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,31.4409,NA,0,NA,1.8939,NA,0,NA,0,NA,111395,NA,0,NA,0,NA,3543,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6710,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Catholic Community Service, Sitka","Juneau","AK","0R04-017","0R04-00354","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,6.9036,NA,0,NA,1.8578,NA,0,NA,0,NA,45191,NA,0,NA,0,NA,6546,NA,0,NA,0,NA,0,NA,0,NA,0,NA,12161,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turtle Mountain Band of Chippewa Indian","Belcourt","ND","8T13","88146","Tribe","Reduced Reporter",0,3,"MB","DO",3,NA,0,NA,17.8122,NA,0,NA,1.8019,NA,0,NA,0,NA,53579,NA,0,NA,0,NA,3008,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5420,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibbing, City of","Hibbing","MN","5R04-003","5R04-50332","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,3,"MB","DO",2,NA,0,NA,10.8696,NA,0,NA,7.3793,NA,0,NA,0,NA,39609,NA,0,NA,0,NA,3644,NA,0,NA,0,NA,0,NA,0,NA,0,NA,26890,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lac du Flambeau Band of Lake Superior Chippewa Indians","Lac Du Flambeau","WI","5T17","55300","Tribe","Reduced Reporter",0,3,"MB","PT",1,NA,0,NA,22.1462,NA,0,NA,2.5541,NA,0,NA,0,NA,84089,NA,0,NA,0,NA,3797,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9698,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fullerton Area Senior Center","Fullerton","NE","7R04-042","7R04-70095","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,23.2775,NA,0,NA,0.9918,NA,0,NA,0,NA,39502,NA,0,NA,0,NA,1697,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1683,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chickaloon Native Village","Chickaloon","AK","0T30","30","Tribe","Reduced Reporter",0,3,"DR","DO",3,NA,0,NA,31.5472,NA,0,NA,1.6168,NA,0,NA,0,NA,49813,NA,0,NA,0,NA,1579,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2553,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of California City","California City","CA","9R02-097","9R02-91111","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,15.5715,NA,0,NA,6.0616,NA,0,NA,0,NA,36889,NA,0,NA,0,NA,2369,NA,0,NA,0,NA,0,NA,0,NA,0,NA,14360,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Louisburg Area Senior Citizens, Inc.","Louisburg","KS","7R02-060","7R02-70184","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,26.9615,NA,0,NA,2.8335,NA,0,NA,0,NA,32219,NA,0,NA,0,NA,1195,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3386,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baldwin County Transit","Milledgeville","GA","4R03-015","4R03-40931","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,16.4004,NA,0,NA,2.4282,NA,0,NA,0,NA,64273,NA,0,NA,0,NA,3919,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9516,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Los Angeles County Dept. of Public Works - Willowbrook et al.","Alhambra","CA",NA,"90279","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",12150996,3,"DR","PT",3,NA,0,NA,10.8371,NA,0,NA,2.2161,NA,0,NA,0,NA,37865,NA,0,NA,0,NA,3494,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7743,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cavalier County Senior Meals & Services","Langdon","ND","8R03-038","8R03-80233","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,14.7144,NA,0,NA,1.8121,NA,0,NA,0,NA,56621,NA,0,NA,0,NA,3848,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6973,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northeast Kansas Area Agency on Aging","Hiawatha","KS",NA,"7R02-77079","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,20.4755,NA,0,NA,2.2744,NA,0,NA,0,NA,35525,NA,0,NA,0,NA,1735,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3946,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Le Sueur, City of","Le Sueur","MN","5R04-041","5R04-50460","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,3,"DR","DO",2,NA,0,NA,8.9962,NA,0,NA,5.788,NA,0,NA,0,NA,11713,NA,0,NA,0,NA,1302,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7536,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elm Acres Youth and Family Services","Pittsburg","KS","7R02-066","7R02-70174","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,13.2062,NA,0,NA,3.3136,NA,0,NA,0,NA,21645,NA,0,NA,0,NA,1639,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5431,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gila River Indian Community","Sacaton","AZ",NA,"9R01-99436","Tribe","Rural Reporter",0,3,"MB","DO",3,NA,0,NA,15.0699,NA,0,NA,5.8871,NA,0,NA,0,NA,67950,NA,0,NA,0,NA,4509,NA,0,NA,0,NA,0,NA,0,NA,0,NA,26545,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Village of Milan","Milan","NM","6R03-024","6R03-60148","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,21.9203,NA,0,NA,3.2437,NA,0,NA,0,NA,69268,NA,0,NA,0,NA,3160,NA,0,NA,0,NA,0,NA,0,NA,0,NA,10250,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gonzalez County Senior Citizens Association","Gonzales","TX",NA,"6R05-66279","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","PT",3,NA,0,NA,17.4221,NA,0,NA,8.2676,NA,0,NA,0,NA,29757,NA,0,NA,0,NA,1708,NA,0,NA,0,NA,0,NA,0,NA,0,NA,14121,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
