"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","NTD Reporter Type","Primary UZA Population","Agency VOMS","Mode","Type of Service","Mode VOMS","Mode VOMS Questionable","Max Trains in Operation","Max Trains in Operation Questionable","Average Speed (mi/hr)","Average Speed (mi/hr) Questionable","Average Passenger Trip Length (mi)","Average Passenger Trip Length (mi) Questionable","Passengers per Hour","Passengers per Hour Questionable","Scheduled Vehicle Revenue Miles","Scheduled Vehicle Revenue Miles Questionable","Vehicle Miles","Vehicle Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Deadhead Miles","Deadhead Miles Questionable","Vehicle Hours","Vehicle Hours Questionable","Vehicle  
Revenue  
Hours","Vehicle Revenue Hours Questionable","Deadhead Hours","Deadhead Hours Questionable","Train Miles","Train Miles Questionable","Train  
Revenue 
Miles","Train Revenue Miles Questionable","Train Hours","Train Hours Questionable","Train  
Revenue  
Hours","Train Revenue Hours Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Passenger Miles","Passenger Miles Questionable","Directional Route Miles","Directional Route Miles Questionable","Any data questionable","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","0","...65"
"Blue Valley Community Action Partnership, dba: Fillmore County Transit","Geneva","NE","7R04-021","7R04-70205","Private-Non-Profit Corporation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,15.1035,NA,0,NA,4.1028,NA,0,NA,0,NA,21160,NA,0,NA,0,NA,1401,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5748,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Franklin County Aging Services","Ottawa","KS","7R02-057","7R02-70225","Private-Non-Profit Corporation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,9.3146,NA,0,NA,1.7239,NA,0,NA,0,NA,48203,NA,0,NA,0,NA,5175,NA,0,NA,0,NA,0,NA,0,NA,0,NA,8921,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Butler County Senior Service Program, dba: Butler County Public Transit","David City","NE","7R04-007","7R04-70121","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,24.7965,NA,0,NA,2.7631,NA,0,NA,0,NA,32657,NA,0,NA,0,NA,1317,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3639,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Monterey Park","Monterey Park","CA",NA,"90286","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",12150996,4,"DR","DO",4,NA,0,NA,8.6669,NA,0,NA,2.8809,NA,0,NA,0,NA,12957,NA,0,NA,0,NA,1495,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4307,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Houlton Band of Maliseet Indians","Houlton","ME","1T01","11140","Tribe","Reduced Reporter",0,4,"DR","DO",4,NA,0,NA,3.472,NA,0,NA,0.0256,NA,0,NA,0,NA,29255,NA,0,NA,0,NA,8426,NA,0,NA,0,NA,0,NA,0,NA,0,NA,216,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Avalon","Avalon","CA",NA,"90249","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",12150996,4,"DR","PT",2,NA,0,NA,2.0663,NA,0,NA,0.9241,NA,0,NA,0,NA,11158,NA,0,NA,0,NA,5400,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4990,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Rhinelander","Rhinelander","WI","5R06-037","5R06-50500","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","PT",4,NA,0,NA,11.1795,NA,0,NA,2.3943,NA,0,NA,0,NA,285714,NA,0,NA,0,NA,25557,NA,0,NA,0,NA,0,NA,0,NA,0,NA,61190,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Senior Center of Jackson Hole","Jackson","WY","8R05-037","8R05-80180","Private-Non-Profit Corporation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,5.5463,NA,0,NA,0.9252,NA,0,NA,0,NA,6894,NA,0,NA,0,NA,1243,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1150,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Star Valley Senior Citizens, Inc","Afton","WY","8R05-029","8R05-80294","Private-Non-Profit Corporation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,14.9264,NA,0,NA,0.0845,NA,0,NA,0,NA,5478,NA,0,NA,0,NA,367,NA,0,NA,0,NA,0,NA,0,NA,0,NA,31,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sierra County Transportation Commission","Downieville","CA","9R02-052","9R02-91038","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,20.1355,NA,0,NA,0.9116,NA,0,NA,0,NA,52614,NA,0,NA,0,NA,2613,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2382,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Village of Milan","Milan","NM","6R03-024","6R03-60148","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,25.0147,NA,0,NA,4.483,NA,0,NA,0,NA,63137,NA,0,NA,0,NA,2524,NA,0,NA,0,NA,0,NA,0,NA,0,NA,11315,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Monrovia","Monrovia","CA",NA,"90285","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",12150996,4,"DR","PT",4,NA,0,NA,5.7363,NA,0,NA,1.5182,NA,0,NA,0,NA,24930,NA,0,NA,0,NA,4346,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6598,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St Martin Council on Aging","Saint Martinville","LA","6R02-022","6R02-60195","Area Agency on Aging","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,16.7036,NA,0,NA,2.2588,NA,0,NA,0,NA,42661,NA,0,NA,0,NA,2554,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5769,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"San Francisco Bay Area Water Emergency Transportation Authority, dba: San Francisco Bay Ferry","San Francisco","CA","9225","90225","Independent Public Agency or Authority of Transit Service","Full Reporter",3281212,4,"FB","PT",4,NA,0,NA,22.9422,NA,23.7,NA,37.4855,NA,161854,NA,181102,NA,161880,NA,19222,NA,8057,NA,7056,NA,1001,NA,0,NA,0,NA,0,NA,0,NA,264498,NA,6268602,NA,132.72,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wet Mountain Valley Rotary Community Service Inc., dba: Wet Mountain Valley Rotary Community Services Inc.","Westcliffe","CO","8R01-036","8R01-80118","Private-Non-Profit Corporation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,20.9423,NA,0,NA,0.9837,NA,0,NA,0,NA,30869,NA,0,NA,0,NA,1474,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1450,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White County Commissioners, dba: White County Public Transit","Monticello","IN","5R02-028","5R02-50444","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,11.8461,NA,0,NA,1.8367,NA,0,NA,0,NA,73979,NA,0,NA,0,NA,6245,NA,0,NA,0,NA,0,NA,0,NA,0,NA,11470,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prowers County","Lamar","CO","8R01-012","8R01-80115","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,6.2156,NA,0,NA,1.7167,NA,0,NA,0,NA,49041,NA,0,NA,0,NA,7890,NA,0,NA,0,NA,0,NA,0,NA,0,NA,13545,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Cincinnati, dba: Cincinnati Bell Connector","Cincinnati","OH",NA,"55311","City, County or Local Government Unit or Department of Transportation","Full Reporter",1624827,4,"SR","PT",4,NA,3,NA,5.967,NA,0.8561,NA,26.0141,NA,75023,NA,70774,NA,70774,NA,0,NA,11861,NA,11861,NA,0,NA,70774,NA,70774,NA,11861,NA,11861,NA,308553,NA,264157,NA,3.6,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yavapai Regional Transit","Chino Valley","AZ",NA,"9R01-99419","Private-Non-Profit Corporation","Rural Reporter",0,4,"MB","DO",4,NA,0,NA,14.1982,NA,0,NA,1.8821,NA,0,NA,0,NA,101318,NA,0,NA,0,NA,7136,NA,0,NA,0,NA,0,NA,0,NA,0,NA,13431,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goshen County Senior Friendship Center","Torrington","WY","8R05-004","8R05-80287","Private-Non-Profit Corporation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,10.4442,NA,0,NA,3.5693,NA,0,NA,0,NA,40325,NA,0,NA,0,NA,3861,NA,0,NA,0,NA,0,NA,0,NA,0,NA,13781,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trinity County","Weaverville","CA","9R02-022","9R02-91035","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"MB","DO",4,NA,0,NA,31.837,NA,0,NA,1.8225,NA,0,NA,0,NA,46100,NA,0,NA,0,NA,1448,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2639,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Alliance","Alliance","NE","7R04-004","7R04-70107","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,20.0413,NA,0,NA,9.3664,NA,0,NA,0,NA,63010,NA,0,NA,0,NA,3144,NA,0,NA,0,NA,0,NA,0,NA,0,NA,29448,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor County Transit","Butler","GA","4R03-047","4R03-41077","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,22.0555,NA,0,NA,0.8922,NA,0,NA,0,NA,62020,NA,0,NA,0,NA,2812,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2509,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Marinette","Marinette","WI","5R06-022","5R06-50478","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","TX",4,NA,0,NA,11.4096,NA,0,NA,2.3742,NA,0,NA,0,NA,139745,NA,0,NA,0,NA,12248,NA,0,NA,0,NA,0,NA,0,NA,0,NA,29079,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of La Mirada , dba: La Mirada Transit","La Mirada","CA","9024","90024","City, County or Local Government Unit or Department of Transportation","Full Reporter",12150996,4,"DR","PT",4,NA,0,NA,10.0177,NA,2.3443,NA,3.3619,NA,0,NA,37993,NA,34431,NA,3562,NA,3809,NA,3437,NA,372,NA,0,NA,0,NA,0,NA,0,NA,11555,NA,27088,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilkes County Commission Transit","Washington","GA","4R03-033","4R03-41168","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,17.5483,NA,0,NA,2.4221,NA,0,NA,0,NA,64104,NA,0,NA,0,NA,3653,NA,0,NA,0,NA,0,NA,0,NA,0,NA,8848,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Great Bend/Commission on Aging","Great Bend","KS","7R02-087","7R02-70123","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,9.9772,NA,0,NA,3.2061,NA,0,NA,0,NA,59195,NA,0,NA,0,NA,5933,NA,0,NA,0,NA,0,NA,0,NA,0,NA,19022,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hancock, City of","Hancock","MI","5R03-034","5R03-50408","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,10.2654,NA,0,NA,2.9889,NA,0,NA,0,NA,52569,NA,0,NA,0,NA,5121,NA,0,NA,0,NA,0,NA,0,NA,0,NA,15306,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Municipality of Gurabo","Gurabo","PR","4123","40123","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,4,"MB","DO",3,NA,0,NA,9.9768,NA,0,NA,1.8085,NA,0,NA,0,NA,27147,NA,0,NA,0,NA,2721,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4921,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stratton Industrial Commission, dba: Hitch & Hay Public Transit","Stratton","NE","7R04-029","7R04-70100","Private-Non-Profit Corporation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,39.5274,NA,0,NA,1.359,NA,0,NA,0,NA,103048,NA,0,NA,0,NA,2607,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3543,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Coconut Creek","Coconut Creek","FL",NA,"40238","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,4,"MB","DO",4,NA,0,NA,13.4447,NA,0,NA,2.2321,NA,0,NA,0,NA,178680,NA,0,NA,0,NA,13290,NA,0,NA,0,NA,0,NA,0,NA,0,NA,29664,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Bedford, dba: Transit Authority of Stone City","Bedford","IN","5R02-001","5R02-50407","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,8.4189,NA,0,NA,2.6095,NA,0,NA,0,NA,45403,NA,0,NA,0,NA,5393,NA,0,NA,0,NA,0,NA,0,NA,0,NA,14073,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Plumas County Transportation Commission","Quincy","CA","9R02-005","9R02-91119","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"MB","PT",4,NA,0,NA,34.0502,NA,0,NA,3.1842,NA,0,NA,0,NA,198853,NA,0,NA,0,NA,5840,NA,0,NA,0,NA,0,NA,0,NA,0,NA,18596,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cambridge Memorial Hospital","Cambridge","NE","7R04-022","7R04-70194","Private-Non-Profit Corporation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,28.6229,NA,0,NA,1.3786,NA,0,NA,0,NA,114148,NA,0,NA,0,NA,3988,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5498,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rice County Council on Aging","Lyons","KS","7R02-084","7R02-70210","Private-Non-Profit Corporation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,19.7087,NA,0,NA,1.5767,NA,0,NA,0,NA,80865,NA,0,NA,0,NA,4103,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6469,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Lynwood","Lynwood","CA",NA,"90281","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",12150996,4,"MB","PT",4,NA,0,NA,10.2792,NA,0,NA,4.0542,NA,0,NA,0,NA,147147,NA,0,NA,0,NA,14315,NA,0,NA,0,NA,0,NA,0,NA,0,NA,58036,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southwest Sublette County Pioneers, Inc.","Big Piney","WY","8R05-030","8R05-80265","Private-Non-Profit Corporation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,40.5924,NA,0,NA,0.8025,NA,0,NA,0,NA,6373,NA,0,NA,0,NA,157,NA,0,NA,0,NA,0,NA,0,NA,0,NA,126,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilcox County Transit","Abbeville","GA","4R03-066","4R03-41156","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","PT",4,NA,0,NA,27.5978,NA,0,NA,1.0573,NA,0,NA,0,NA,93391,NA,0,NA,0,NA,3384,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3578,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Municipality of Gurabo","Gurabo","PR","4123","40123","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",2148346,4,"DR","DO",1,NA,0,NA,7.775,NA,0,NA,0.5088,NA,0,NA,0,NA,7915,NA,0,NA,0,NA,1018,NA,0,NA,0,NA,0,NA,0,NA,0,NA,518,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Bristol Virginia, dba: Bristol Virginia Transit","Bristol","VA","3053","30053","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",69501,4,"MB","DO",3,NA,0,NA,11.7418,NA,0,NA,3.7617,NA,0,NA,0,NA,43656,NA,0,NA,0,NA,3718,NA,0,NA,0,NA,0,NA,0,NA,0,NA,13986,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall County Agency on Aging","Marysville","KS","7R02-015","7R02-70208","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,"DR","DO",4,NA,0,NA,25.2744,NA,0,NA,3.5401,NA,0,NA,0,NA,35283,NA,0,NA,0,NA,1396,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4942,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White Pine - Ely Bus","Ely","NV","9R04-033","9R04-91099","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,11.5058,NA,0,NA,2.4659,NA,0,NA,0,NA,28822,NA,0,NA,0,NA,2505,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6177,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Municipality of Vieques","Vieques","PR",NA,"4R09-44943","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"MB","DO",3,NA,0,NA,9.898,NA,0,NA,0.5008,NA,0,NA,0,NA,32020,NA,0,NA,0,NA,3235,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1620,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Maricopa","Maricopa","AZ","9R01-021","9R01-91106","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","PT",2,NA,0,NA,9.7106,NA,0,NA,1.3518,NA,0,NA,0,NA,24898,NA,0,NA,0,NA,2564,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3466,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Arvin","Arvin","CA","9R02-056","9R02-91027","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",1,NA,0,NA,6.1552,NA,0,NA,2.806,NA,0,NA,0,NA,11264,NA,0,NA,0,NA,1830,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5135,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Woodburn","Woodburn","OR","0R02-007","0R02-00360","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"MB","DO",1,NA,0,NA,15.5762,NA,0,NA,5.4043,NA,0,NA,0,NA,58286,NA,0,NA,0,NA,3742,NA,0,NA,0,NA,0,NA,0,NA,0,NA,20223,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red Cliff Band of Lake Superior Chippewa, dba: Red Cliff (Miskwaabekong) Transit","Bayfield","WI","5T13","50013","Tribe","Reduced Reporter",0,3,"DR","DO",3,NA,0,NA,12.3252,NA,0,NA,2.7487,NA,0,NA,0,NA,40710,NA,0,NA,0,NA,3303,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9079,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eppson Center for Seniors","Laramie","WY","8R05-005","8R05-80252","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,11.9575,NA,0,NA,1.9244,NA,0,NA,0,NA,29571,NA,0,NA,0,NA,2473,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4759,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Daniels Memorial Healthcare Foundation","Scobey","MT","8R02-024","8R02-80205","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,13.9627,NA,0,NA,1.3529,NA,0,NA,0,NA,9732,NA,0,NA,0,NA,697,NA,0,NA,0,NA,0,NA,0,NA,0,NA,943,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hubbard County","Park Rapids","MN","5R04-006","5R04-50397","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,3,"MB","DO",1,NA,0,NA,7.447,NA,0,NA,3.9685,NA,0,NA,0,NA,4498,NA,0,NA,0,NA,604,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2397,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson County Council on Aging","Garnett","KS","7R02-056","7R02-70204","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,4.8411,NA,0,NA,2.9271,NA,0,NA,0,NA,12156,NA,0,NA,0,NA,2511,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7350,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Project Concern","Atchison","KS","7R02-120","7R02-70267","Private-Non-Profit Corporation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,6.8137,NA,0,NA,1.6359,NA,0,NA,0,NA,23187,NA,0,NA,0,NA,3403,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5567,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University of Montana, dba: UDASH","Missoula","MT","8107","80107","University","Full Reporter",82157,3,"MB","DO",3,NA,0,NA,11.1677,NA,1.724,NA,6.5204,NA,62205,NA,61148,NA,60004,NA,1144,NA,5468,NA,5373,NA,95,NA,0,NA,0,NA,0,NA,0,NA,35034,NA,60399,NA,9.8,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Woodburn","Woodburn","OR","0R02-007","0R02-00360","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",2,NA,0,NA,9.3665,NA,0,NA,1.5377,NA,0,NA,0,NA,53773,NA,0,NA,0,NA,5741,NA,0,NA,0,NA,0,NA,0,NA,0,NA,8828,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goliad County","Goliad","TX",NA,"6R05-66281","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","PT",3,NA,0,NA,19.7193,NA,0,NA,1.5137,NA,0,NA,0,NA,54583,NA,0,NA,0,NA,2768,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4190,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Village of Prairie du Sac","Prairie Du Sac","WI","5R06-035","5R06-50291","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","TX",3,NA,0,NA,7.261,NA,0,NA,1.7552,NA,0,NA,0,NA,39122,NA,0,NA,0,NA,5388,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9457,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hubbard County","Park Rapids","MN","5R04-006","5R04-50397","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,3,"DR","DO",2,NA,0,NA,7.9525,NA,0,NA,3.0003,NA,0,NA,0,NA,54602,NA,0,NA,0,NA,6866,NA,0,NA,0,NA,0,NA,0,NA,0,NA,20600,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phelps County Senior Citizen","Holdrege","NE","7R04-045","7R04-70182","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,15.7785,NA,0,NA,4.9569,NA,0,NA,0,NA,20512,NA,0,NA,0,NA,1300,NA,0,NA,0,NA,0,NA,0,NA,0,NA,6444,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tippecanoe County Commissioners","Lafayette","IN","5R02-017","5R02-50365","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,"DR","DO",3,NA,0,NA,14.4584,NA,0,NA,0.5192,NA,0,NA,0,NA,10945,NA,0,NA,0,NA,757,NA,0,NA,0,NA,0,NA,0,NA,0,NA,393,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
