"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","Reporter Type","Primary UZA Population","Agency Voms","Modes","Facility Type","Pre1940","1940's","1950's","1960's","1970's","1980's","1990's","2000's","2010's","2020's","Total Facilities"
"Johnson County Kansas, dba: Johnson County Transit","Olathe","KS","7035","70035","City, County or Local Government Unit or Department of Transportation","Full Reporter",1519417,77,"CB, DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"City of Joplin, dba: Metro Area Publictransit System","Joplin","MO","7040","70040","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",82775,9,"DR","General Purpose Maintenance Facility/Depot",0,0,0,0,0,0,0,1,0,0,1
"City of Joplin, dba: Metro Area Publictransit System","Joplin","MO","7040","70040","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",82775,9,"MB","General Purpose Maintenance Facility/Depot",0,0,0,0,0,0,0,0,1,0,1
"Ames Transit Agency, dba: CyRide","Ames","IA","7041","70041","City, County or Local Government Unit or Department of Transportation","Full Reporter",60438,55,"MB","Bus Transfer Center",0,0,0,0,0,0,0,0,1,0,1
"Ames Transit Agency, dba: CyRide","Ames","IA","7041","70041","City, County or Local Government Unit or Department of Transportation","Full Reporter",60438,55,"MB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,1,0,0,0,0,1
"Ames Transit Agency, dba: CyRide","Ames","IA","7041","70041","City, County or Local Government Unit or Department of Transportation","Full Reporter",60438,55,"MB","Surface Parking Lot",0,0,0,0,0,1,0,0,0,0,1
"City of Jefferson, dba: JEFFTRAN","Jefferson City","MO","7043","70043","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",58533,20,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,1,0,0,0,0,1
"City of Jefferson, dba: JEFFTRAN","Jefferson City","MO","7043","70043","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",58533,20,"DR, MB","Other, Administrative & Maintenance (describe in Notes)",0,0,0,0,0,1,0,0,0,0,1
"City of Jefferson, dba: JEFFTRAN","Jefferson City","MO","7043","70043","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",58533,20,"DR, MB","Vehicle Fueling Facility",0,0,0,0,0,1,0,0,0,0,1
"City of Jefferson, dba: JEFFTRAN","Jefferson City","MO","7043","70043","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",58533,20,"DR, MB","Vehicle Washing Facility",0,0,0,0,0,1,0,0,0,0,1
"University of Kansas, dba: KU Parking & Transit","Lawrence","KS",NA,"70044","University","Full Reporter",88053,19,"MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"County of Johnson, Iowa, dba: Johnson County SEATS","Iowa City","IA","7045","70045","City, County or Local Government Unit or Department of Transportation","Full Reporter",106621,15,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Independence","Independence","MO","7046","70046","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",1519417,21,"MB","Bus Transfer Center",0,0,0,0,0,0,0,1,0,0,1
"Unified Government of Wyandotte County and Kansas City, KS, dba: Ride KC Bus","Kansas City","KS","7047","70047","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",1519417,23,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Unified Government of Wyandotte County and Kansas City, KS, dba: Ride KC Bus","Kansas City","KS","7047","70047","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",1519417,23,"MB","Bus Transfer Center",0,0,0,0,0,0,0,0,1,0,1
"City of Lawrence","Lawrence","KS","7048","70048","City, County or Local Government Unit or Department of Transportation","Full Reporter",88053,40,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"River Bend Transit","Davenport","IA","7049","70049","Private-Non-Profit Corporation","Full Reporter",280051,42,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,1,0,0,0,1
"Southeast Missouri State University","Cape Girardeau","MO","7050","70050","University","Reduced Reporter",52900,3,"MB","Bus Transfer Center",0,0,0,0,0,0,0,0,1,0,1
"Southeast Missouri State University","Cape Girardeau","MO","7050","70050","University","Reduced Reporter",52900,3,"MB","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,1,0,0,0,1
"Cape Girardeau County Transit Authority","Cape Girardeau","MO","7051","70051","Independent Public Agency or Authority of Transit Service","Reduced Reporter",52900,30,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Senior Citizen Industries, dba: Central Ride Agency of Nebraska","Grand Island","NE","7052","70052","Private-Non-Profit Corporation","Reduced Reporter",50440,13,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Flint Hills Area Transportation Agency, Inc, dba: ATABUS","Manhattan","KS","7053","70053","Private-Non-Profit Corporation","Reduced Reporter",54622,20,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"City of Derby","Derby","KS","7055","70055","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",472870,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Butler, County of, dba: Butler County Department on Aging","El Dorado","KS","7056","70056","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",472870,7,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Loop Trolley Transportation Development District","Saint Louis","MO","7057","70057","Independent Public Agency or Authority of Transit Service","Reduced Asset Reporter",2150706,0,"SR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"Loop Trolley Transportation Development District","Saint Louis","MO","7057","70057","Independent Public Agency or Authority of Transit Service","Reduced Asset Reporter",2150706,0,"SR","Simple At-Grade Platform Station",0,0,0,0,0,0,0,0,13,0,13
"Heart of Iowa Regional Transit Agency, dba: HIRTA","Urbandale","IA","7R01-011","70066","Independent Public Agency or Authority of Transit Service","Full Reporter",60438,19,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"East Central Iowa Council of Governments","Cedar Rapids","IA","7R01-010","70138","MPO, COG or Other Planning Agency","Reduced Reporter",106621,67,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Kansas City, City of Missouri, dba: Kansas City Streetcar","Kansas City","MO",NA,"70271","City, County or Local Government Unit or Department of Transportation","Full Reporter",1519417,3,"SR","General Purpose Maintenance Facility/Depot",0,0,0,0,0,0,0,0,1,0,1
"Sac and Fox Nation of Missouri","Reserve","KS",NA,"70273","Tribe","Reduced Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Nebraska Department of Transportation","Lincoln","NE",NA,"70275","State Government Unit or Department of Transportation","Full Reporter",725008,48,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Linn County","Cedar Rapids","IA",NA,"70277","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",177844,15,"DR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Ponca Tribe of Nebraska, dba: Ponca Express","Niobrara","NE","7T01","77063","Tribe","Reduced Reporter",0,24,"DR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,2,0,2
"Santee Sioux Nation","Niobrara","NE","7T03","77069","Tribe","Reduced Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Prairie Band Potawatomi Nation","Mayetta","KS","7T02","77075","Tribe","Reduced Reporter",0,7,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Omaha Tribe Public Transit","Macy","NE",NA,"77077","Tribe","Reduced Reporter",0,6,"DR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,0,1,0,1
"Iowa Northland Regional Council of Governments","Waterloo","IA","7R01-007","7R01-70064","MPO, COG or Other Planning Agency","Rural Reporter",0,13,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Marshalltown Municipal Transit","Marshalltown","IA","7R01-020","7R01-70092","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Muscatine","Muscatine","IA","7R01-022","7R01-70101","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Doger Area Rapids Transit, City of Fort Dodge","Fort Dodge","IA","7R01-019","7R01-70108","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,1,0,0,0,1
"Burlington Urban Service","Burlington","IA","7R01-017","7R01-70111","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,13,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Siouxland Regional Transit System","Sioux City","IA","7R01-004","7R01-70129","MPO, COG or Other Planning Agency","Rural Reporter",0,26,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Delaware, Dubuque & Jackson County Regional Transi","Dubuque","IA","7R01-008","7R01-70136","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,15,"DR","General Purpose Maintenance Facility/Depot",0,0,0,0,0,0,0,2,1,0,3
"Clinton Municipal Transit Administration","Clinton","IA","7R01-018","7R01-70173","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Clinton Municipal Transit Administration","Clinton","IA","7R01-018","7R01-70173","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,"DR, MB","Vehicle Washing Facility",0,0,0,0,0,0,0,1,0,0,1
"North Iowa Area Council of Governments","Mason City","IA","7R01-002","7R01-70185","MPO, COG or Other Planning Agency","Rural Reporter",0,75,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,0,0,0,1,0,0,1
"Northeast Iowa Community Action Corporation","Decorah","IA","7R01-001","7R01-70195","Private-Non-Profit Corporation","Rural Reporter",0,23,"DR","Maintenance Facility (Service and Inspection)",0,0,0,0,1,0,0,0,0,0,1
"Southeast Iowa Regional Planning Commission, dba: SEIBUS","Burlington","IA","7R01-016","7R01-70217","Private-Non-Profit Corporation","Rural Reporter",0,26,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Region Six Planning Commission/PeopleRides","Marshalltown","IA","7R01-006","7R01-70219","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,14,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Southern Iowa Trolley","Creston","IA","7R01-014","7R01-70221","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,29,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Region XII Council of Governments/WITS","Carroll","IA","7R01-012","7R01-70224","MPO, COG or Other Planning Agency","Rural Reporter",0,53,"DR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,1,2,0,0,3
"Regional Transit Authority/RIDES","Spencer","IA","7R01-003","7R01-70240","Private-Non-Profit Corporation","Rural Reporter",0,45,"DR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,1,0,1,2,0,4
"10-15 Regional Transit Agency","Ottumwa","IA","7R01-015","7R01-70242","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,66,"DR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"MIDAS Council of Governments","Fort Dodge","IA","7R01-005","7R01-70256","MPO, COG or Other Planning Agency","Rural Reporter",0,18,"DR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,1,0,3,0,4
"Southwest Iowa Planning Council /SW Iowa Transit","Atlantic","IA","7R01-013","7R01-70258","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,74,"DR","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,1,0,0,0,1
"Southwest Iowa Planning Council /SW Iowa Transit","Atlantic","IA","7R01-013","7R01-70258","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,74,"DR","General Purpose Maintenance Facility/Depot",0,0,0,0,1,0,0,0,1,0,2
"Southwest Iowa Planning Council /SW Iowa Transit","Atlantic","IA","7R01-013","7R01-70258","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,74,"DR","Vehicle Washing Facility",0,0,0,0,0,0,0,0,1,0,1
"City of Mason City","Mason City","IA","7R01-021","7R01-70260","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Sedgwick County Transportation - Dept. on Aging","Wichita","KS","7054","7R02-70054","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,12,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Developmental Services of Northwest Kansas, Inc.","Hays","KS","7R02-001","7R02-70060","Private-Non-Profit Corporation","Rural Reporter",0,11,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Thomas County","Colby","KS","7R02-050","7R02-70062","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Concordia Senior Citizen Center","Concordia","KS","7R02-044","7R02-70068","Private-Non-Profit Corporation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Finney County Committee on Aging, Inc.","Garden City","KS","7R02-095","7R02-70070","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,13,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Morris County Transportation (formerly Morris Co Senior Citizens","Council Grove","KS","7R02-024","7R02-70072","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Southeast Kansas Community Action Program","Girard","KS","7R02-068","7R02-70078","Private-Non-Profit Corporation","Rural Reporter",0,10,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Norton County Senior Citizens","Norton","KS","7R02-048","7R02-70084","Private-Non-Profit Corporation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Rush County Public Transportation","La Crosse","KS","7R02-092","7R02-70086","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Lincoln County Public Transportation","Lincoln","KS","7R02-040","7R02-70087","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Rooks County Transportation Service","Plainville","KS","7R02-054","7R02-70088","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Bonner Springs","Bonner Springs","KS","7R02-002","7R02-70089","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Wakeeney Transportation Bus","Wa Keeney","KS","7R02-045","7R02-70094","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Linn County","Mound City","KS","7R02-062","7R02-70096","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Decatur County Transportation Bus","Oberlin","KS","7R02-119","7R02-70102","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Jefferson County Service Organization","Oskaloosa","KS","7R02-008","7R02-70103","Private-Non-Profit Corporation","Rural Reporter",0,8,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Smith Center","Smith Center","KS","7R02-121","7R02-70105","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Osage County Council on Aging","Lyndon","KS","7R02-023","7R02-70109","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,7,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Hoisington Commission on Aging/City of Hoisington","Hoisington","KS","7R02-088","7R02-70115","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Herington Hilltop Community Center","Herington","KS","7R02-035","7R02-70120","Private-Non-Profit Corporation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Pottawatomie County","Westmoreland","KS","7R02-019","7R02-70122","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Great Bend/Commission on Aging","Great Bend","KS","7R02-087","7R02-70123","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Doniphan County","Troy","KS","7R02-011","7R02-70132","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Tri-Valley Developmental Services","Chanute","KS","7R02-064","7R02-70135","Private-Non-Profit Corporation","Rural Reporter",0,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Sunflower Diversified Services","Great Bend","KS","7R02-094","7R02-70137","Private-Non-Profit Corporation","Rural Reporter",0,8,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Dodge City","Dodge City","KS","7R02-097","7R02-70139","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Pratt County RSVP","Pratt","KS","7R02-091","7R02-70141","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Chase County","Cottonwood Falls","KS","7R02-025","7R02-70144","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"OCCK, Inc.","Salina","KS","7R02-033","7R02-70145","Private-Non-Profit Corporation","Rural Reporter",0,51,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Ottawa County Transportation","Minneapolis","KS","7R02-031","7R02-70146","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Elk County","Howard","KS","7R02-073","7R02-70158","Private-Non-Profit Corporation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Paola Senior Citizen Center, Inc.","Paola","KS","7R02-061","7R02-70163","Private-Non-Profit Corporation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Ellsworth County Council on Aging","Ellsworth","KS","7R02-038","7R02-70167","Private-Non-Profit Corporation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Wilson","Wilson","KS","7R02-039","7R02-70171","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Paola/Lakemary Center","Paola","KS","7R02-058","7R02-70178","Private-Non-Profit Corporation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"McPherson County Council on Aging","Mcpherson","KS","7R02-029","7R02-70179","Private-Non-Profit Corporation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Reno County Public Transportation","Hutchinson","KS","7R02-085","7R02-70180","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,11,"DR, MB","Combined Administrative and Maintenance Facility (describe in Notes)",0,0,0,0,0,0,0,1,0,0,1
"Louisburg Area Senior Citizens, Inc.","Louisburg","KS","7R02-060","7R02-70184","Private-Non-Profit Corporation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Greenwood County Council on Aging","Eureka","KS","7R02-071","7R02-70186","Private-Non-Profit Corporation","Rural Reporter",0,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Twin Rivers Developmental Supports, Inc.","Arkansas City","KS","7R02-072","7R02-70187","Private-Non-Profit Corporation","Rural Reporter",0,7,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Phillipsburg","Phillipsburg","KS","7R02-047","7R02-70191","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Republic County Transportation","Belleville","KS","7R02-030","7R02-70196","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Lane County Transportation","Dighton","KS","7R02-102","7R02-70197","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Logan County Hospital","Oakley","KS","7R02-051","7R02-70199","Private-Non-Profit Corporation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Independence, Inc.","Lawrence","KS","7R02-007","7R02-70201","Private-Non-Profit Corporation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Anderson County Council on Aging","Garnett","KS","7R02-056","7R02-70204","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Kingman County Council on Aging","Kingman","KS","7R02-080","7R02-70206","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Marshall County Agency on Aging","Marysville","KS","7R02-015","7R02-70208","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Four County Mental Health, Inc.","Independence","KS","7R02-124","7R02-70209","Private-Non-Profit Corporation","Rural Reporter",0,25,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Rice County Council on Aging","Lyons","KS","7R02-084","7R02-70210","Private-Non-Profit Corporation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Nemaha County Transit","Seneca","KS","7R02-009","7R02-70213","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,7,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Goodland","Goodland","KS","7R02-049","7R02-70215","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Wabaunsee County General Public Transportation","Alma","KS","7R02-026","7R02-70218","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Coffey County Transportation","Burlington","KS","7R02-059","7R02-70222","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,8,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Franklin County Aging Services","Ottawa","KS","7R02-057","7R02-70225","Private-Non-Profit Corporation","Rural Reporter",0,4,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Class LTD","Columbus","KS","7R02-065","7R02-70226","Private-Non-Profit Corporation","Rural Reporter",0,8,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Liberal","Liberal","KS","7R02-125","7R02-70227","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Harper County Department on Aging","Anthony","KS","7R02-083","7R02-70228","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Cowley County Council on Aging, Inc.","Winfield","KS","7R02-075","7R02-70235","Private-Non-Profit Corporation","Rural Reporter",0,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Harvey County Department on Aging","Newton","KS","7R02-077","7R02-70238","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Russell","Russell","KS","7R02-053","7R02-70241","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Community Senior Service Center","Osawatomie","KS","7R02-055","7R02-70245","Private-Non-Profit Corporation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Lyon County Area Transportation","Emporia","KS","7R02-022","7R02-70248","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,10,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Clay County Task Force","Clay Center","KS","7R02-020","7R02-70250","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Solomon Valley Transportation, Inc.","Beloit","KS","7R02-032","7R02-70255","Private-Non-Profit Corporation","Rural Reporter",0,8,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Futures Unlimited","Wellington","KS","7R02-082","7R02-70259","Private-Non-Profit Corporation","Rural Reporter",0,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Kingman","Kingman","KS","7R02-081","7R02-70266","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Project Concern","Atchison","KS","7R02-120","7R02-70267","Private-Non-Profit Corporation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Gove County Medical Center","Quinter","KS","7R02-052","7R02-70268","Private-Non-Profit Corporation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Rawlins County","Atwood","KS",NA,"7R02-77076","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Northeast Kansas Area Agency on Aging","Hiawatha","KS",NA,"7R02-77079","Private-Non-Profit Corporation","Rural Reporter",0,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Cheyenne County","Saint Francis","KS",NA,"7R02-77082","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Multi Community Diversified Services, Inc.","Mcpherson","KS",NA,"7R02-77083","Private-Non-Profit Corporation","Rural Reporter",0,5,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Dunklin County Transit Service, Inc.","Malden","MO","7R03-007","7R03-70063","Private-Non-Profit Corporation","Rural Reporter",0,15,"DR","Administrative Office / Sales Office",0,0,0,0,1,0,0,0,0,0,1
"Dunklin County Transit Service, Inc.","Malden","MO","7R03-007","7R03-70063","Private-Non-Profit Corporation","Rural Reporter",0,15,"DR","General Purpose Maintenance Facility/Depot",0,0,0,1,0,0,0,0,0,0,1
"City of Bloomfield","Bloomfield","MO","7R03-001","7R03-70067","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"City of Mount Vernon","Mount Vernon","MO","7R03-005","7R03-70085","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,3,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Southeast Missouri Transportation, Inc.","Fredericktown","MO","7R03-029","7R03-70091","Private-Non-Profit Corporation","Rural Reporter",0,167,"DR","Administrative Office / Sales Office",0,0,0,1,0,0,0,0,2,0,3
"Licking Bridge Builders Senior Center","Licking","MO","7R03-008","7R03-70099","Private-Non-Profit Corporation","Rural Reporter",0,2,NA,NA,0,0,0,0,0,0,0,0,0,0,0
"Ray County Transportation, Inc.","Richmond","MO","7R03-024","7R03-70106","Private-Non-Profit Corporation","Rural Reporter",0,22,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,0,0,1
"Ripley County Transit, Inc.","Doniphan","MO","7R03-010","7R03-70114","Private-Non-Profit Corporation","Rural Reporter",0,15,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,0,1,0,1
"OATS, Inc.","Columbia","MO","7R03-017","7R03-70133","Private-Non-Profit Corporation","Rural Reporter",0,725,"DR","Administrative Office / Sales Office",0,0,0,0,0,0,0,1,4,0,5
