"Agency","City","State","Legacy NTD ID","NTD ID","Organization Type","NTD Reporter Type","Primary UZA Population","Agency VOMS","Mode","Type of Service","Mode VOMS","Mode VOMS Questionable","Max Trains in Operation","Max Trains in Operation Questionable","Average Speed (mi/hr)","Average Speed (mi/hr) Questionable","Average Passenger Trip Length (mi)","Average Passenger Trip Length (mi) Questionable","Passengers per Hour","Passengers per Hour Questionable","Scheduled Vehicle Revenue Miles","Scheduled Vehicle Revenue Miles Questionable","Vehicle Miles","Vehicle Miles Questionable","Vehicle Revenue Miles","Vehicle Revenue Miles Questionable","Deadhead Miles","Deadhead Miles Questionable","Vehicle Hours","Vehicle Hours Questionable","Vehicle  
Revenue  
Hours","Vehicle Revenue Hours Questionable","Deadhead Hours","Deadhead Hours Questionable","Train Miles","Train Miles Questionable","Train  
Revenue 
Miles","Train Revenue Miles Questionable","Train Hours","Train Hours Questionable","Train  
Revenue  
Hours","Train Revenue Hours Questionable","Unlinked Passenger Trips","Unlinked Passenger Trips Questionable","Passenger Miles","Passenger Miles Questionable","Directional Route Miles","Directional Route Miles Questionable","Any data questionable","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","1"
"Carson Area Metropolitan Planning Organization","Carson City","NV","9215","90215","MPO, COG or Other Planning Agency","Reduced Reporter",58079,9,"MB","PT",4,NA,0,NA,11.6006,NA,0,NA,11.2922,NA,0,NA,0,NA,173684,NA,0,NA,0,NA,14972,NA,0,NA,0,NA,0,NA,0,NA,0,NA,169067,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Joplin, dba: Metro Area Publictransit System","Joplin","MO","7040","70040","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",82775,9,"MB","DO",3,NA,0,NA,12.4677,NA,0,NA,9.4295,NA,0,NA,0,NA,110227,NA,0,NA,0,NA,8841,NA,0,NA,0,NA,0,NA,0,NA,0,NA,83366,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carson Area Metropolitan Planning Organization","Carson City","NV","9215","90215","MPO, COG or Other Planning Agency","Reduced Reporter",58079,9,"DR","PT",5,NA,0,NA,9.7541,NA,0,NA,3.2195,NA,0,NA,0,NA,81720,NA,0,NA,0,NA,8378,NA,0,NA,0,NA,0,NA,0,NA,0,NA,26973,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Joplin, dba: Metro Area Publictransit System","Joplin","MO","7040","70040","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",82775,9,"DR","DO",6,NA,0,NA,13.9233,NA,0,NA,2.3959,NA,0,NA,0,NA,202264,NA,0,NA,0,NA,14527,NA,0,NA,0,NA,0,NA,0,NA,0,NA,34805,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bois Forte Reservation Tribal Council","Nett Lake","MN","5T06","55252","Tribe","Reduced Reporter",0,9,"DR","DO",5,NA,0,NA,15.7339,NA,0,NA,1.9999,NA,0,NA,0,NA,207813,NA,0,NA,0,NA,13208,NA,0,NA,0,NA,0,NA,0,NA,0,NA,26415,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Madison County Commission","Huntsville","AL","4R01-022","4R01-40963","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,27.0256,NA,0,NA,2.6591,NA,0,NA,0,NA,178558,NA,0,NA,0,NA,6607,NA,0,NA,0,NA,0,NA,0,NA,0,NA,17569,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bois Forte Reservation Tribal Council","Nett Lake","MN","5T06","55252","Tribe","Reduced Reporter",0,9,"CB","DO",4,NA,0,NA,29.574,NA,0,NA,3.262,NA,0,NA,0,NA,42557,NA,0,NA,0,NA,1439,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4694,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Five County Child Development Program, Inc.","Prentiss","MS","4R05-004","4R05-41051","Private-Non-Profit Corporation","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,23.8698,NA,0,NA,2.779,NA,0,NA,0,NA,372202,NA,0,NA,0,NA,15593,NA,0,NA,0,NA,0,NA,0,NA,0,NA,43333,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Prairie du Chien","Prairie du Chien","WI","5R06-034","5R06-50482","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"MB","PT",4,NA,0,NA,31.2265,NA,0,NA,2.3266,NA,0,NA,0,NA,139676,NA,0,NA,0,NA,4473,NA,0,NA,0,NA,0,NA,0,NA,0,NA,10407,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watertown Area Transit","Watertown","SD","8R04-019","8R04-80244","Private-Non-Profit Corporation","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,11.5096,NA,0,NA,3.5983,NA,0,NA,0,NA,207103,NA,0,NA,0,NA,17994,NA,0,NA,0,NA,0,NA,0,NA,0,NA,64748,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Prairie du Chien","Prairie du Chien","WI","5R06-034","5R06-50482","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR","PT",5,NA,0,NA,11.5996,NA,0,NA,2.5135,NA,0,NA,0,NA,133975,NA,0,NA,0,NA,11550,NA,0,NA,0,NA,0,NA,0,NA,0,NA,29031,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harney County","Burns","OR","0R02-030","0R02-00374","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"MB","PT",1,NA,0,NA,11.4238,NA,0,NA,1.4474,NA,0,NA,0,NA,37253,NA,0,NA,0,NA,3261,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4720,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Town of Avon","Avon","CO",NA,"8R01-88228","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"MB","DO",9,NA,0,NA,14.1252,NA,0,NA,34.1541,NA,0,NA,0,NA,194660,NA,0,NA,0,NA,13781,NA,0,NA,0,NA,0,NA,0,NA,0,NA,470677,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pueblo of Laguna, dba: Shaa'srk'a Transit Program","Laguna","NM","6T15","60620","Tribe","Reduced Reporter",0,9,"MB","DO",3,NA,0,NA,25.0425,NA,0,NA,2.3807,NA,0,NA,0,NA,37689,NA,0,NA,0,NA,1505,NA,0,NA,0,NA,0,NA,0,NA,0,NA,3583,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mid-Columbia Economic Development District","The Dalles","OR","0R02-009","0R02-00396","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"MB","DO",1,NA,0,NA,9.4452,NA,0,NA,1.5145,NA,0,NA,0,NA,4222,NA,0,NA,0,NA,447,NA,0,NA,0,NA,0,NA,0,NA,0,NA,677,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harney County","Burns","OR","0R02-030","0R02-00374","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR","PT",8,NA,0,NA,13.6581,NA,0,NA,2.3781,NA,0,NA,0,NA,144434,NA,0,NA,0,NA,10575,NA,0,NA,0,NA,0,NA,0,NA,0,NA,25148,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Columbia County Public Transportation","Dayton","WA","0R03-001","0R03-00383","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,9,"VP","DO",5,NA,0,NA,42.9447,NA,0,NA,5.6102,NA,0,NA,0,NA,59822,NA,0,NA,0,NA,1393,NA,0,NA,0,NA,0,NA,0,NA,0,NA,7815,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pueblo of Laguna, dba: Shaa'srk'a Transit Program","Laguna","NM","6T15","60620","Tribe","Reduced Reporter",0,9,"DR","DO",6,NA,0,NA,14.7842,NA,0,NA,1.1264,NA,0,NA,0,NA,70624,NA,0,NA,0,NA,4777,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5381,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reach, Inc.","Bozeman","MT",NA,"8R02-88295","Private-Non-Profit Corporation","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,19.5835,NA,0,NA,7.0057,NA,0,NA,0,NA,134421,NA,0,NA,0,NA,6864,NA,0,NA,0,NA,0,NA,0,NA,0,NA,48087,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Columbia County Public Transportation","Dayton","WA","0R03-001","0R03-00383","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,9,"DR","DO",4,NA,0,NA,21.5621,NA,0,NA,4.5321,NA,0,NA,0,NA,206845,NA,0,NA,0,NA,9593,NA,0,NA,0,NA,0,NA,0,NA,0,NA,43476,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson County","Sylva","NC","4R06-023","4R06-41167","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"MB","DO",1,NA,0,NA,14.7272,NA,0,NA,3.033,NA,0,NA,0,NA,38865,NA,0,NA,0,NA,2639,NA,0,NA,0,NA,0,NA,0,NA,0,NA,8004,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson County","Sylva","NC","4R06-023","4R06-41167","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR","DO",8,NA,0,NA,15.5072,NA,0,NA,1.6393,NA,0,NA,0,NA,176550,NA,0,NA,0,NA,11385,NA,0,NA,0,NA,0,NA,0,NA,0,NA,18663,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Levy County Board of County Commissioners","Bronson","FL","4R02-006","4R02-41184","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,25.7249,NA,0,NA,2.1518,NA,0,NA,0,NA,366785,NA,0,NA,0,NA,14258,NA,0,NA,0,NA,0,NA,0,NA,0,NA,30680,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Troup County Transit","LaGrange","GA","4R03-048","4R03-41019","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,16.1918,NA,0,NA,3.3871,NA,0,NA,0,NA,154162,NA,0,NA,0,NA,9521,NA,0,NA,0,NA,0,NA,0,NA,0,NA,32249,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Dixon","Dixon","CA","9R02-006","9R02-91041","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,10.7448,NA,0,NA,6.5289,NA,0,NA,0,NA,102344,NA,0,NA,0,NA,9525,NA,0,NA,0,NA,0,NA,0,NA,0,NA,62188,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YWCA Madison Inc.","Madison","WI",NA,"50524","Private-Non-Profit Corporation","Reduced Reporter",401661,9,"DR","DO",9,NA,0,NA,7.6918,NA,0,NA,2.6319,NA,0,NA,0,NA,102062,NA,0,NA,0,NA,13269,NA,0,NA,0,NA,0,NA,0,NA,0,NA,34923,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Onalaska, dba: Onalaska Shared Ride Taxi City of Onalaska","Onalaska","WI","5152","50152","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",100868,9,"DR","PT",9,NA,0,NA,13.6331,NA,0,NA,1.7574,NA,0,NA,0,NA,419545,NA,0,NA,0,NA,30774,NA,0,NA,0,NA,0,NA,0,NA,0,NA,54083,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dooly County Transit","Vienna","GA","4R03-123","4R03-41017","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,24.7701,NA,0,NA,1.1261,NA,0,NA,0,NA,509546,NA,0,NA,0,NA,20571,NA,0,NA,0,NA,0,NA,0,NA,0,NA,23164,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clay County","Hayesville","NC","4R06-059","4R06-41160","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,19.5163,NA,0,NA,1.2219,NA,0,NA,0,NA,295243,NA,0,NA,0,NA,15128,NA,0,NA,0,NA,0,NA,0,NA,0,NA,18485,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Miramar , dba: Public Works Department","Miramar","FL",NA,"40241","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,9,"MB","DO",6,NA,0,NA,16.5712,NA,0,NA,10.1055,NA,0,NA,0,NA,194115,NA,0,NA,0,NA,11714,NA,0,NA,0,NA,0,NA,0,NA,0,NA,118376,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mecosta Osceola Transit Authority","Big Rapids","MI","5R03-051","5R03-50416","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,24.3723,NA,0,NA,3.1917,NA,0,NA,0,NA,221812,NA,0,NA,0,NA,9101,NA,0,NA,0,NA,0,NA,0,NA,0,NA,29048,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Miramar , dba: Public Works Department","Miramar","FL",NA,"40241","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",5502379,9,"DR","DO",3,NA,0,NA,15.4172,NA,0,NA,3.4901,NA,0,NA,0,NA,2328,NA,0,NA,0,NA,151,NA,0,NA,0,NA,0,NA,0,NA,0,NA,527,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Town of Clarkstown , dba: Mini Trans","Nanuet","NY","2085","20085","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",18351295,9,"MB","DO",9,NA,0,NA,18.4377,NA,0,NA,8.2495,NA,0,NA,0,NA,207203,NA,0,NA,0,NA,11238,NA,0,NA,0,NA,0,NA,0,NA,0,NA,92708,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TransIV Buses - College of Southern Idaho","Twin Falls","ID","0R01-001","0R01-00357","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,7.7702,NA,0,NA,2.0318,NA,0,NA,0,NA,69497,NA,0,NA,0,NA,8944,NA,0,NA,0,NA,0,NA,0,NA,0,NA,18172,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wakulla County Transportation","Crawfordville","FL","4R02-023","4R02-41148","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,23.2568,NA,0,NA,1.6861,NA,0,NA,0,NA,186101,NA,0,NA,0,NA,8002,NA,0,NA,0,NA,0,NA,0,NA,0,NA,13492,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Mitchell - Palace Transit","Mitchell","SD","8R04-009","8R04-80116","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,9.6854,NA,0,NA,5.0628,NA,0,NA,0,NA,148448,NA,0,NA,0,NA,15327,NA,0,NA,0,NA,0,NA,0,NA,0,NA,77597,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Municipality of San Sebastian","San Sebastian","PR","4183","40183","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",306196,9,"MB","DO",2,NA,0,NA,10.0847,NA,0,NA,4.9153,NA,0,NA,0,NA,12021,NA,0,NA,0,NA,1192,NA,0,NA,0,NA,0,NA,0,NA,0,NA,5859,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malheur Council on Aging and Community Services","Ontario","OR","0R02-046","0R02-00323","Private-Non-Profit Corporation","Rural Reporter",0,9,"MB","DO",1,NA,0,NA,10.8641,NA,0,NA,5.8291,NA,0,NA,0,NA,30767,NA,0,NA,0,NA,2832,NA,0,NA,0,NA,0,NA,0,NA,0,NA,16508,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Municipality of San Sebastian","San Sebastian","PR","4183","40183","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",306196,9,"DR","DO",7,NA,0,NA,15.7951,NA,0,NA,1.4793,NA,0,NA,0,NA,132947,NA,0,NA,0,NA,8417,NA,0,NA,0,NA,0,NA,0,NA,0,NA,12451,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Choanoke Public Transportation Authority","Rich Square","NC","4R06-060","4R06-41131","Private-Non-Profit Corporation","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,22.0064,NA,0,NA,2.2158,NA,0,NA,0,NA,523423,NA,0,NA,0,NA,23785,NA,0,NA,0,NA,0,NA,0,NA,0,NA,52703,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malheur Council on Aging and Community Services","Ontario","OR","0R02-046","0R02-00323","Private-Non-Profit Corporation","Rural Reporter",0,9,"DR","DO",7,NA,0,NA,18.1996,NA,0,NA,1.578,NA,0,NA,0,NA,159556,NA,0,NA,0,NA,8767,NA,0,NA,0,NA,0,NA,0,NA,0,NA,13834,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evangeline Council on Aging","Ville Platte","LA","6R02-012","6R02-60169","Area Agency on Aging","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,18.4249,NA,0,NA,1.5175,NA,0,NA,0,NA,166985,NA,0,NA,0,NA,9063,NA,0,NA,0,NA,0,NA,0,NA,0,NA,13753,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Richmond","Richmond","IN","5R02-014","5R02-50249","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"MB","DO",6,NA,0,NA,11.9757,NA,0,NA,9.693,NA,0,NA,0,NA,225036,NA,0,NA,0,NA,18791,NA,0,NA,0,NA,0,NA,0,NA,0,NA,182141,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caswell County","Yanceyville","NC","4R06-006","4R06-40996","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,25.7061,NA,0,NA,2.2807,NA,0,NA,0,NA,258501,NA,0,NA,0,NA,10056,NA,0,NA,0,NA,0,NA,0,NA,0,NA,22935,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Malheur Council on Aging and Community Services","Ontario","OR","0R02-046","0R02-00323","Private-Non-Profit Corporation","Rural Reporter",0,9,"CB","DO",1,NA,0,NA,26.9791,NA,0,NA,1.3698,NA,0,NA,0,NA,28382,NA,0,NA,0,NA,1052,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1441,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lowndes County","Valdosta","GA","4R03-094","4R03-40967","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,14.612,NA,0,NA,1.3,NA,0,NA,0,NA,270892,NA,0,NA,0,NA,18539,NA,0,NA,0,NA,0,NA,0,NA,0,NA,24101,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington Parish Council on Aging","Franklinton","LA","6R02-029","6R02-60168","Area Agency on Aging","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,16.0742,NA,0,NA,2.2806,NA,0,NA,0,NA,108565,NA,0,NA,0,NA,6754,NA,0,NA,0,NA,0,NA,0,NA,0,NA,15403,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Richmond","Richmond","IN","5R02-014","5R02-50249","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR","DO",3,NA,0,NA,14.0424,NA,0,NA,2.9987,NA,0,NA,0,NA,74256,NA,0,NA,0,NA,5288,NA,0,NA,0,NA,0,NA,0,NA,0,NA,15857,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Franklin County Public Transportation","Brookville","IN","5R02-005","5R02-50483","Private-Non-Profit Corporation","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,26.0361,NA,0,NA,2.9139,NA,0,NA,0,NA,242526,NA,0,NA,0,NA,9315,NA,0,NA,0,NA,0,NA,0,NA,0,NA,27143,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Oklahoma Community Action Agency","Shawnee","OK","6R04-013","6R04-60259","Private-Non-Profit Corporation","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,12.3017,NA,0,NA,1.4238,NA,0,NA,0,NA,180552,NA,0,NA,0,NA,14677,NA,0,NA,0,NA,0,NA,0,NA,0,NA,20897,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Little Kanawha Transit Authority","Grantsville","WV","3R05-020","3R05-30162","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,10.8288,NA,0,NA,2.8431,NA,0,NA,0,NA,165692,NA,0,NA,0,NA,15301,NA,0,NA,0,NA,0,NA,0,NA,0,NA,43503,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Ocala, Florida, dba: SunTran","Ocala","FL","4120","40120","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",156909,9,"MB","PT",7,NA,0,NA,15.011,NA,0,NA,11.7938,NA,0,NA,0,NA,480893,NA,0,NA,0,NA,32036,NA,0,NA,0,NA,0,NA,0,NA,0,NA,377825,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook County Transit","Adel","GA","4R03-054","4R03-40964","City, County or Local Government Unit or Department of Transportation","Rural Reporter",0,9,"DR","DO",9,NA,0,NA,20.2243,NA,0,NA,1.289,NA,0,NA,0,NA,281380,NA,0,NA,0,NA,13913,NA,0,NA,0,NA,0,NA,0,NA,0,NA,17934,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Ocala, Florida, dba: SunTran","Ocala","FL","4120","40120","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",156909,9,"DR","PT",2,NA,0,NA,13.4866,NA,0,NA,1.8279,NA,0,NA,0,NA,136188,NA,0,NA,0,NA,10098,NA,0,NA,0,NA,0,NA,0,NA,0,NA,18458,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacific Transit","Raymond","WA","0R03-019","0R03-00322","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,9,"MB","DO",5,NA,0,NA,28.5305,NA,0,NA,9.4122,NA,0,NA,0,NA,299799,NA,0,NA,0,NA,10508,NA,0,NA,0,NA,0,NA,0,NA,0,NA,98903,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faribault-Martin Counties Joint Powers","Fairmont","MN",NA,"5R04-55320","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,9,"MB","DO",3,NA,0,NA,8.7232,NA,0,NA,2.1342,NA,0,NA,0,NA,87110,NA,0,NA,0,NA,9986,NA,0,NA,0,NA,0,NA,0,NA,0,NA,21312,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pacific Transit","Raymond","WA","0R03-019","0R03-00322","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,9,"DR","DO",4,NA,0,NA,14.4456,NA,0,NA,2.1169,NA,0,NA,0,NA,87526,NA,0,NA,0,NA,6059,NA,0,NA,0,NA,0,NA,0,NA,0,NA,12826,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Faribault-Martin Counties Joint Powers","Fairmont","MN",NA,"5R04-55320","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,9,"DR","DO",6,NA,0,NA,19.7424,NA,0,NA,1.9666,NA,0,NA,0,NA,369795,NA,0,NA,0,NA,18731,NA,0,NA,0,NA,0,NA,0,NA,0,NA,36836,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"City of Owensboro, dba: Owensboro Transit Systems","Owensboro","KY","4020","40020","City, County or Local Government Unit or Department of Transportation","Reduced Reporter",70543,9,"MB","DO",9,NA,0,NA,13.4623,NA,0,NA,10.7007,NA,0,NA,0,NA,371399,NA,0,NA,0,NA,27588,NA,0,NA,0,NA,0,NA,0,NA,0,NA,295210,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mountain Transit Authority","Summersville","WV","3R05-017","3R05-30140","Independent Public Agency or Authority of Transit Service","Rural Reporter",0,9,"MB","DO",5,NA,0,NA,17.7414,NA,0,NA,2.9413,NA,0,NA,0,NA,175782,NA,0,NA,0,NA,9908,NA,0,NA,0,NA,0,NA,0,NA,0,NA,29142,NA,0,NA,0,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
